epoch,tloss,vloss
0,1.0,0.271036315323295
0,0.27999999999999997,0.4641275465013286
0,0.485,0.5296722763507529
0,0.5,0.1682905225863596
0,0.1375,0.14968999114260406
0,0.14125000000000001,0.12843224092116917
0,0.12374999999999999,0.1488042515500443
0,0.14500000000000002,0.12931798051372898
0,0.10625,0.13906111603188662
0,0.1325,0.11160318866253321
0,0.1025,0.13020372010628875
0,0.11750000000000001,0.1133746678476528
0,0.11745762711864406,0.1133746678476528
1,1.0,0.1479185119574845
1,0.155,0.15589016829052257
1,0.14125000000000001,0.18777679362267494
1,0.1875,0.4977856510186005
1,0.485,0.4650132860938884
1,0.49499999999999994,0.4295837023914969
1,0.4575,0.2993799822852081
1,0.2925,0.25066430469441986
1,0.29875,0.17803365810451727
1,0.165,0.17094774136403898
1,0.17875,0.1204605845881311
1,0.1075,0.12843224092116917
1,0.11745762711864406,0.11868910540301152
2,1.0,0.2604074402125775
2,0.26875,0.4641275465013286
2,0.47750000000000004,0.5314437555358724
2,0.49,0.14968999114260406
2,0.13750000000000004,0.17183348095659876
2,0.17999999999999997,0.13197519929140833
2,0.12125000000000001,0.15677590788308238
2,0.16125,0.12223206377325066
2,0.11624999999999999,0.14968999114260406
2,0.1725,0.11603188662533215
2,0.11375,0.15589016829052257
2,0.19499999999999998,0.24269264836138174
2,0.24056497175141245,0.2816651904340124
3,1.0,0.16209034543844109
3,0.15625,0.15677590788308238
3,0.17375,0.15323294951284322
3,0.15500000000000003,0.27015057573073514
3,0.285,0.4650132860938884
3,0.49624999999999997,0.5296722763507529
3,0.49,0.13906111603188662
3,0.11749999999999998,0.1328609388839681
3,0.12,0.13640389725420726
3,0.1325,0.13020372010628875
3,0.11499999999999998,0.13020372010628875
3,0.12375,0.11691762621789194
3,0.132090395480226,0.1133746678476528
4,0.11624999999999999,0.11691762621789194
4,0.105,0.10008857395925598
4,0.08374999999999999,0.112488928255093
4,0.12875,0.09034543844109831
4,0.1,0.1275465013286094
4,0.14750000000000002,0.15943312666076173
4,0.17625,0.3232949512843224
4,0.3275,0.4508414526129318
4,0.41625,0.4295837023914969
4,0.41875,0.1612046058458813
4,0.16375,0.1328609388839681
4,0.13999999999999999,0.112488928255093
4,0.09194915254237286,0.09654561558901682
5,0.07500000000000001,0.11603188662533215
5,0.09874999999999999,0.112488928255093
5,0.10874999999999999,0.08680248007085917
5,0.095,0.09211691762621789
5,0.09874999999999999,0.08591674047829938
5,0.09625,0.09920283436669619
5,0.08499999999999999,0.08503100088573959
5,0.07875,0.07528786536758193
5,0.085,0.09388839681133747
5,0.0875,0.07351638618246235
5,0.065,0.08325952170062002
5,0.07125000000000001,0.06997342781222321
5,0.056158192090395485,0.07794508414526129
6,0.0675,0.07794508414526129
6,0.07125000000000001,0.06820194862710363
6,0.07125,0.07263064658990256
6,0.07375000000000001,0.07440212577502214
6,0.08125000000000002,0.14260407440212577
6,0.14125000000000001,0.1824623560673162
6,0.20624999999999996,0.3941541186891054
6,0.3825,0.43932683790965454
6,0.42500000000000004,0.4038972542072631
6,0.3925,0.13728963684676704
6,0.14875,0.10894596988485385
6,0.1125,0.10097431355181577
6,0.09861581920903954,0.1133746678476528
7,0.11124999999999999,0.09654561558901682
7,0.07999999999999999,0.09743135518157661
7,0.0925,0.08325952170062002
7,0.085,0.08857395925597875
7,0.08125,0.07971656333038087
7,0.08375,0.08768821966341896
7,0.065,0.08237378210806023
7,0.07125000000000001,0.08148804251550044
7,0.0725,0.08325952170062002
7,0.046250000000000006,0.07794508414526129
7,0.08499999999999999,0.06820194862710363
7,0.07875000000000001,0.08680248007085917
7,0.08412429378531074,0.06731620903454384
8,0.06375,0.070859167404783
8,0.06999999999999999,0.06820194862710363
8,0.05125,0.07174490699734277
8,0.05500000000000001,0.070859167404783
8,0.07,0.070859167404783
8,0.0675,0.070859167404783
8,0.06,0.06820194862710363
8,0.06875,0.06731620903454384
8,0.07,0.070859167404783
8,0.055,0.07617360496014172
8,0.06375,0.07617360496014172
8,0.07749999999999999,0.07174490699734277
8,0.08129943502824859,0.07351638618246235
9,0.07125,0.07174490699734277
9,0.07375000000000001,0.08237378210806023
9,0.08625,0.10274579273693533
9,0.10124999999999999,0.2108060230292294
9,0.1725,0.271036315323295
9,0.24,0.37909654561558903
9,0.3575,0.3596102745792737
9,0.37749999999999995,0.37909654561558903
9,0.40249999999999997,0.18600531443755536
9,0.17,0.112488928255093
9,0.0925,0.08857395925597875
9,0.08499999999999999,0.10628875110717449
9,0.09296610169491526,0.0983170947741364
10,0.08500000000000002,0.09654561558901682
10,0.08750000000000001,0.10274579273693533
10,0.07625,0.08060230292294066
10,0.07875,0.08325952170062002
10,0.07625,0.09300265721877768
10,0.08625000000000001,0.07174490699734277
10,0.06375,0.07794508414526129
10,0.065,0.07174490699734277
10,0.05374999999999999,0.07263064658990256
10,0.06,0.07528786536758193
10,0.0575,0.07440212577502214
10,0.06875,0.07528786536758193
10,0.05963276836158193,0.06997342781222321
11,0.0475,0.06908768821966342
11,0.052500000000000005,0.06908768821966342
11,0.05375,0.06820194862710363
11,0.04875000000000001,0.070859167404783
11,0.07625000000000001,0.070859167404783
11,0.05875,0.06731620903454384
11,0.058750000000000004,0.06554472984942426
11,0.07125000000000001,0.06908768821966342
11,0.057499999999999996,0.06908768821966342
11,0.07,0.06908768821966342
11,0.05125,0.06820194862710363
11,0.045,0.06731620903454384
11,0.04949152542372882,0.06643046944198405
12,0.060000000000000005,0.06908768821966342
12,0.051250000000000004,0.08237378210806023
12,0.0625,0.06820194862710363
12,0.07,0.14348981399468555
12,0.12000000000000001,0.17271922054915856
12,0.19124999999999998,0.36581045172719223
12,0.3525,0.40566873339238263
12,0.38625,0.3808680248007086
12,0.38125000000000003,0.14968999114260406
12,0.1525,0.11160318866253321
12,0.1,0.10097431355181577
12,0.09125000000000003,0.08591674047829938
12,0.0606497175141243,0.08503100088573959
13,0.0775,0.08060230292294066
13,0.07250000000000001,0.09300265721877768
13,0.06375,0.07440212577502214
13,0.06624999999999999,0.07528786536758193
13,0.06125,0.06997342781222321
13,0.06625,0.06908768821966342
13,0.06625,0.06908768821966342
13,0.049999999999999996,0.06288751107174491
13,0.05875,0.06643046944198405
13,0.07375,0.06200177147918512
13,0.04875,0.06820194862710363
13,0.05500000000000001,0.06200177147918512
13,0.051807909604519774,0.06465899025686449
14,0.057499999999999996,0.06554472984942426
14,0.047499999999999994,0.06465899025686449
14,0.0425,0.06465899025686449
14,0.0625,0.06554472984942426
14,0.049999999999999996,0.0637732506643047
14,0.05875,0.0637732506643047
14,0.04375,0.0637732506643047
14,0.06375,0.06908768821966342
14,0.058750000000000004,0.06554472984942426
14,0.055,0.06643046944198405
14,0.0525,0.06997342781222321
14,0.035,0.06997342781222321
14,0.057966101694915256,0.06288751107174491
15,0.05000000000000001,0.0637732506643047
15,0.05750000000000001,0.06643046944198405
15,0.06249999999999999,0.06465899025686449
15,0.06125,0.09743135518157661
15,0.08124999999999999,0.07174490699734277
15,0.0875,0.13108945969884853
15,0.12250000000000001,0.15677590788308238
15,0.16625,0.32860938883968116
15,0.305,0.3941541186891054
15,0.4,0.42781222320637735
15,0.38875000000000004,0.1195748449955713
15,0.12000000000000001,0.10717449069973428
15,0.09144067796610171,0.09920283436669619
16,0.08499999999999999,0.08591674047829938
16,0.095,0.07971656333038087
16,0.0675,0.08148804251550044
16,0.065,0.07617360496014172
16,0.045000000000000005,0.06908768821966342
16,0.065,0.06643046944198405
16,0.04875,0.06643046944198405
16,0.05375,0.06820194862710363
16,0.0625,0.0637732506643047
16,0.05875,0.06200177147918512
16,0.056249999999999994,0.05934455270150576
16,0.06125,0.05934455270150576
16,0.07014124293785312,0.05491585473870682
17,0.06375,0.06465899025686449
17,0.04875,0.05934455270150576
17,0.045,0.0566873339238264
17,0.041249999999999995,0.06111603188662533
17,0.04875,0.06200177147918512
17,0.060000000000000005,0.0637732506643047
17,0.056249999999999994,0.05934455270150576
17,0.052500000000000005,0.0637732506643047
17,0.055,0.06200177147918512
17,0.045000000000000005,0.06288751107174491
17,0.0501412429378531,0.06111603188662533
18,0.04125000000000001,0.06023029229406555
18,0.0475,0.06200177147918512
18,0.04,0.06643046944198405
18,0.05375,0.06820194862710363
18,0.06125000000000001,0.06908768821966342
18,0.0475,0.06908768821966342
18,0.047499999999999994,0.06023029229406555
18,0.0325,0.05934455270150576
18,0.02625,0.06288751107174491
18,0.041249999999999995,0.06111603188662533
18,0.043750000000000004,0.05845881310894597
18,0.04125,0.05845881310894597
18,0.0456497175141243,0.05845881310894597
19,0.04125,0.06111603188662533
19,0.03875,0.06288751107174491
19,0.05374999999999999,0.06111603188662533
19,0.06375,0.10363153232949512
19,0.1025,0.12931798051372898
19,0.10125,0.11868910540301152
19,0.09625,0.10628875110717449
19,0.10750000000000001,0.18511957484499558
19,0.17250000000000001,0.22054915854738708
19,0.22124999999999997,0.3383525243578388
19,0.32125,0.33215234720992026
19,0.32625,0.3356953055801594
19,0.33483050847457624,0.07883082373782108
20,0.07750000000000001,0.08325952170062002
20,0.08,0.07883082373782108
20,0.07250000000000001,0.07263064658990256
20,0.075,0.0637732506643047
20,0.06625,0.06288751107174491
20,0.058750000000000004,0.06023029229406555
20,0.05624999999999999,0.06111603188662533
20,0.05625,0.0637732506643047
20,0.046250000000000006,0.0566873339238264
20,0.047499999999999994,0.05845881310894597
20,0.045,0.05934455270150576
20,0.04,0.05845881310894597
20,0.05463276836158192,0.06111603188662533
21,0.04625,0.06288751107174491
21,0.05375,0.05845881310894597
21,0.04375,0.05757307351638618
21,0.0575,0.06554472984942426
21,0.051250000000000004,0.05845881310894597
21,0.046250000000000006,0.070859167404783
21,0.04000000000000001,0.05491585473870682
21,0.04125000000000001,0.06111603188662533
21,0.04375000000000001,0.05491585473870682
21,0.035,0.07351638618246235
21,0.0475,0.06111603188662533
21,0.0507909604519774,0.05934455270150576
22,0.0425,0.05934455270150576
22,0.033749999999999995,0.06200177147918512
22,0.057499999999999996,0.05934455270150576
22,0.0375,0.05845881310894597
22,0.036250000000000004,0.06111603188662533
22,0.03624999999999999,0.06465899025686449
22,0.045,0.06111603188662533
22,0.0475,0.08060230292294066
22,0.0525,0.06554472984942426
22,0.051250000000000004,0.06111603188662533
22,0.05125,0.05757307351638618
22,0.03912429378531074,0.05845881310894597
23,0.036250000000000004,0.05757307351638618
23,0.03875,0.0566873339238264
23,0.04250000000000001,0.054030115146147036
23,0.05125,0.07351638618246235
23,0.075,0.07617360496014172
23,0.07625,0.10806023029229407
23,0.07874999999999999,0.10097431355181577
23,0.07875000000000001,0.1328609388839681
23,0.09125,0.09565987599645705
23,0.08125000000000002,0.09654561558901682
23,0.08374999999999999,0.09477413640389726
23,0.0869491525423729,0.06288751107174491
24,0.06375,0.07528786536758193
24,0.05,0.06643046944198405
24,0.04875000000000001,0.06731620903454384
24,0.051250000000000004,0.06908768821966342
24,0.05874999999999999,0.06023029229406555
24,0.0525,0.06820194862710363
24,0.04875,0.06731620903454384
24,0.05500000000000001,0.08945969884853854
24,0.06375,0.07440212577502214
24,0.0625,0.08060230292294066
24,0.0656497175141243,0.06643046944198405
25,0.065,0.09920283436669619
25,0.07875,0.09565987599645705
25,0.0875,0.14968999114260406
25,0.13,0.1470327723649247
25,0.16125,0.28786536758193093
25,0.27,0.37378210806023027
25,0.335,0.41806908768821965
25,0.42499999999999993,0.28255093002657217
25,0.25875000000000004,0.15943312666076173
25,0.155,0.08503100088573959
25,0.09000000000000001,0.09300265721877768
25,0.0725,0.08680248007085917
25,0.05963276836158193,0.07971656333038087
26,0.07,0.07794508414526129
26,0.05375,0.07174490699734277
26,0.060000000000000005,0.06997342781222321
26,0.0625,0.06820194862710363
26,0.065,0.0637732506643047
26,0.053750000000000006,0.06643046944198405
26,0.04375,0.06465899025686449
26,0.045,0.06288751107174491
26,0.045,0.05580159433126661
26,0.04375,0.06820194862710363
26,0.04625,0.05845881310894597
26,0.03875000000000001,0.06200177147918512
26,0.0501412429378531,0.05934455270150576
27,0.04750000000000001,0.06288751107174491
27,0.055,0.05491585473870682
27,0.04625,0.05934455270150576
27,0.04,0.05757307351638618
27,0.04875,0.053144375553587246
27,0.0525,0.054030115146147036
27,0.031249999999999997,0.06200177147918512
27,0.037500000000000006,0.054030115146147036
27,0.04875,0.0566873339238264
27,0.05625,0.05757307351638618
27,0.04629943502824859,0.0566873339238264
28,0.047499999999999994,0.05845881310894597
28,0.046250000000000006,0.0566873339238264
28,0.04,0.054030115146147036
28,0.033749999999999995,0.06200177147918512
28,0.049999999999999996,0.05934455270150576
28,0.04000000000000001,0.06200177147918512
28,0.03875000000000001,0.05757307351638618
28,0.03125,0.05934455270150576
28,0.03125,0.06820194862710363
28,0.04449152542372881,0.05845881310894597
29,0.03125,0.06023029229406555
29,0.03,0.05580159433126661
29,0.033749999999999995,0.05491585473870682
29,0.0375,0.0566873339238264
29,0.0475,0.05491585473870682
29,0.03625,0.05757307351638618
29,0.037500000000000006,0.06554472984942426
29,0.04625,0.06554472984942426
29,0.0525,0.08060230292294066
29,0.057499999999999996,0.05757307351638618
29,0.0325,0.05934455270150576
29,0.04,0.06643046944198405
29,0.03347457627118644,0.06288751107174491
